Title, Time, Description, Source
2 years in Trump surrogate Elon Musk has remade X as a conservative megaphone, 3 weeks ago, It's been nearly two years since Elon Musk bought Twitter and turned it into X. He has turned the platform into a megaphone for himself and increasingly.., https://www.npr.org/2024/10/22/nx-s1-5156184/elon-musk-trump-election-x-twitter&sa=U&ved=2ahUKEwj815Lb3tuJAxVtTTABHUQOOhA4ChDF9AF6BAgAEAI&usg=AOvVaw2vCc4ibYHlgv5UPiFSLqP4 
How would the economy look under Trump? Musk calls for spending cuts he says would cause 'hardship', 2 weeks ago, Donald Trump wants the Tesla and SpaceX CEO who himself has taken in billions from federal contracts to oversee “efficiency” efforts for the government, https://www.nbcnews.com/business/economy/economy-if-trump-wins-second-term-could-mean-hardship-for-americans-rcna177807&sa=U&ved=2ahUKEwj815Lb3tuJAxVtTTABHUQOOhA4ChDF9AF6BAgCEAI&usg=AOvVaw1oZCCyczv8lnxULITvzH_l 
Elon Musk exerts deepening influence on Donald Trump’s presidential transition, 3 days ago, Donald Trump's Mar-a-Lago club has been brimming in the last 48 hours with two kinds of people: those angling for a job in the president-elect's incoming.., https://www.cnn.com/2024/11/10/politics/musk-trump-influence-transition/index.html&sa=U&ved=2ahUKEwj815Lb3tuJAxVtTTABHUQOOhA4ChDF9AF6BAgFEAI&usg=AOvVaw08a63KyAt0uMdQJIvL1_Fr 
Swisher makes prediction on what could push Musk from Trump’s favor, 2 days ago, CNN contributor and longtime tech journalist Kara Swisher makes a prediction on how Elon Musk and President-elect Donald Trump's personalities may interact.., https://www.cnn.com/2024/11/11/business/video/swisher-musk-trump-personalities-digvid&sa=U&ved=2ahUKEwj815Lb3tuJAxVtTTABHUQOOhA4ChDF9AF6BAgEEAI&usg=AOvVaw2tFt1cdqqdXEcgjEGfMJ1C 
Musk’s plan to cut $2 trillion in U.S. spending could bring economic turmoil, 2 weeks ago, Deep budget cuts would be required to meet the billionaire Trump supporter's goal. He appeared to acknowledge some risks on Tuesday. 7 min. Elon Musk at.., https://www.washingtonpost.com/business/2024/10/29/elon-musk-2-trillion-budget-cuts-trump-election/&sa=U&ved=2ahUKEwjU4anb3tuJAxVmQjABHS0JLXcQxfQBegQIBBAC&usg=AOvVaw1PeVOokyFxpLFNnAj0BWKN 
U.S. Agencies Fund and Fight With Elon Musk. A Trump Presidency Could Give Him Power Over Them., 3 weeks ago, The New York Times has compiled an accounting of Mr. Musk's multipronged business arrangements with the federal government, https://www.nytimes.com/2024/10/20/us/politics/elon-musk-federal-agencies-contracts.html&sa=U&ved=2ahUKEwjU4anb3tuJAxVmQjABHS0JLXcQxfQBegQICRAC&usg=AOvVaw3DORN0s8TBbRPkiZ1758WA 
Elon Musk may already be overstaying his welcome in Trump's orbit, 22 hours ago, Sources said that Musk's near-constant presence at Mar-a-Lago in the week since Election Day had begun to wear on people who've been in Trump's inner.., https://www.nbcnews.com/tech/tech-news/elon-musk-trump-donald-mar-a-lago-appointment-position-rcna179826&sa=U&ved=2ahUKEwjU4anb3tuJAxVmQjABHS0JLXcQxfQBegQIBhAC&usg=AOvVaw0JAx8mhzIGe1NA2bWK8qPZ 
Elon Musk’s daily $1 million giveaway to registered voters could be illegal experts say, 3 weeks ago, While stumping for former President Donald Trump on Saturday tech billionaire Elon Musk announced that he will give away $1 million each day to registered.., https://www.cnn.com/2024/10/20/politics/elon-musk-voter-giveaway-legal-questions/index.html&sa=U&ved=2ahUKEwjU4anb3tuJAxVmQjABHS0JLXcQxfQBegQICBAC&usg=AOvVaw3rbbgkdiERXQ1GhYFtMn1C 
Why the Guardian is no longer posting on X, 22 hours ago, We will stop posting from our official editorial accounts on the platform but X users can still share our articles, https://www.theguardian.com/media/2024/nov/13/why-the-guardian-is-no-longer-posting-on-x&sa=U&ved=2ahUKEwjU4anb3tuJAxVmQjABHS0JLXcQxfQBegQIARAC&usg=AOvVaw0kTIlB39xCLBkSSvdxqDlO 
Exclusive | Elon Musk Has Said He Is Committing Around $45 Million a Month to a New Pro-Trump Super PAC, 3 months ago, Other backers of America PAC include Palantir Technologies co-founder Joe Lonsdale and the Winklevoss twins ... Elon Musk has said he plans to commit around $45.., https://www.wsj.com/politics/elections/elon-musk-has-said-he-is-committing-around-45-million-a-month-to-a-new-pro-trump-super-pac-dda53823&sa=U&ved=2ahUKEwjU4anb3tuJAxVmQjABHS0JLXcQxfQBegQIAhAC&usg=AOvVaw3k4i_pJKL1Wl6FAbjGhJ1M 
Trump says he will tap Musk to lead government efficiency commission if elected, 2 months ago, Donald Trump said on Thursday he would establish a government efficiency commission headed by billionaire supporter Elon Musk if he wins the Nov. 5 election, https://www.reuters.com/world/us/trump-adopt-musks-proposal-government-efficiency-commission-wsj-reports-2024-09-05/&sa=U&ved=2ahUKEwjU4anb3tuJAxVmQjABHS0JLXcQxfQBegQIAxAC&usg=AOvVaw3KjV9cU-WRvqwrT9l5FiN- 
What's behind Elon Musk's massive effort to elect Trump, 3 weeks ago, The world's richest man Elon Musk is now a powerful mega donor for Donald Trump. Musk is using his vast resources to campaign for him in Pennsylvania and.., https://www.pbs.org/newshour/show/whats-behind-elon-musks-massive-effort-to-elect-trump&sa=U&ved=2ahUKEwjU4anb3tuJAxVmQjABHS0JLXcQxfQBegQIBxAC&usg=AOvVaw3mkmFm_9XoBZL941Sg4DKp 
Elon Musk has given $75 million so far to put Donald Trump back in the White House, 1 month ago, Elon Musk is among the largest financial supporters of Donald Trump's reelection efforts new FEC filings show. He and two other megadonors collectively.., https://www.npr.org/2024/10/16/g-s1-28591/elon-musk-donald-trump-america-pac-fec&sa=U&ved=2ahUKEwjU4anb3tuJAxVmQjABHS0JLXcQxfQBegQIABAC&usg=AOvVaw2lF7HzF7QeUHBPpdMWzQ83 
Elon Musk has often inflamed politically tense moments raising worries for the US election, 1 month ago, As Election Day draws nearer social media posts by X owner Elon Musk are raising concerns that he will use his immense platform to question the legitimacy.., https://apnews.com/article/elon-musk-x-election-voting-trump-misinformation-3479f2348f6ec47ce641ddf20fd6ce4e&sa=U&ved=2ahUKEwjU4anb3tuJAxVmQjABHS0JLXcQxfQBegQIBRAC&usg=AOvVaw3vvP3DogksNKxoM6ZFNwCV 
What Elon Musk Really Wants, 4 weeks ago, In Elon Musk's vision of human history Donald Trump is the singularity. If Musk can propel Trump back to the White House it will mark the moment that his own.., https://www.theatlantic.com/books/archive/2024/10/donald-trump-is-elon-musks-trojan-horse/680309/&sa=U&ved=2ahUKEwisycDb3tuJAxUQSjABHTLjOdM4ChDF9AF6BAgEEAI&usg=AOvVaw0pRxCXsaE5eOS4wIWap6b4 
At Mar-a-Lago ‘Uncle’ Elon Musk Puts His Imprint on the Trump Transition, 1 day ago, He's on the patio. He's on the golf course. Everywhere Donald Trump looks there is the world's richest man, https://www.nytimes.com/2024/11/13/us/politics/musk-trump-transition-mar-a-lago.html&sa=U&ved=2ahUKEwisycDb3tuJAxUQSjABHTLjOdM4ChDF9AF6BAgJEAI&usg=AOvVaw02EjaEBWrMAnaNziSQML35 
Justice Department warns Elon Musk that his $1 million giveaway to registered voters may be illegal, 3 weeks ago, The Justice Department warned Elon Musk's America PAC in recent days that his $1 million sweepstakes to registered voters in swing states may violate.., https://www.cnn.com/2024/10/23/politics/elon-musk-justice-department-letter/index.html&sa=U&ved=2ahUKEwisycDb3tuJAxUQSjABHTLjOdM4ChDF9AF6BAgDEAI&usg=AOvVaw0VVTa7kIH_Ygqc5V4b_vAe 
Elon Musk is backing Donald Trump. Could that hurt Tesla?, 3 months ago, Tesla CEO Elon Musk applauds as Israeli Prime.., https://www.npr.org/2024/07/24/nx-s1-5049715/elon-musk-donald-trump-tesla&sa=U&ved=2ahUKEwisycDb3tuJAxUQSjABHTLjOdM4ChDF9AF6BAgIEAI&usg=AOvVaw1nXKLK_yXses81YsSAftSy 
Elon Musk could be the biggest winner of a second Trump term, 1 week ago, Elon Musk could reap numerous benefits from a friendly government run by Donald Trump, https://www.nbcnews.com/tech/tech-news/elon-musk-trump-endorses-pac-administration-cabinet-connection-rcna178549&sa=U&ved=2ahUKEwisycDb3tuJAxUQSjABHTLjOdM4ChDF9AF6BAgGEAI&usg=AOvVaw0Lq96779Ql0EmDqoNGvEZj 
Elon Musk bet big on Trump. Here’s what he stands to gain — and lose — from his win, 1 week ago, No single business leader did more to support former President Donald Trump's candidacy than Elon Musk. But the billionaire and his business empire face.., https://www.cnn.com/2024/11/06/business/elon-musk-election-bet/index.html&sa=U&ved=2ahUKEwisycDb3tuJAxUQSjABHTLjOdM4ChDF9AF6BAgCEAI&usg=AOvVaw3rjqpfiUhdv-8Jq_9ClJiG 
2 years in Trump surrogate Elon Musk has remade X as a conservative megaphone, 3 weeks ago, It's been nearly two years since Elon Musk bought Twitter and turned it into X. He has turned the platform into a megaphone for himself and increasingly.., https://www.npr.org/2024/10/22/nx-s1-5156184/elon-musk-trump-election-x-twitter&sa=U&ved=2ahUKEwisycDb3tuJAxUQSjABHTLjOdM4ChDF9AF6BAgBEAI&usg=AOvVaw1x7fhLevqaTQBaBHzRH-8a 
How would the economy look under Trump? Musk calls for spending cuts he says would cause 'hardship', 2 weeks ago, Donald Trump wants the Tesla and SpaceX CEO who himself has taken in billions from federal contracts to oversee “efficiency” efforts for the government, https://www.nbcnews.com/business/economy/economy-if-trump-wins-second-term-could-mean-hardship-for-americans-rcna177807&sa=U&ved=2ahUKEwisycDb3tuJAxUQSjABHTLjOdM4ChDF9AF6BAgFEAI&usg=AOvVaw3E0RFMa7TDh8dHMk7G684B 
Elon Musk exerts deepening influence on Donald Trump’s presidential transition, 3 days ago, Donald Trump's Mar-a-Lago club has been brimming in the last 48 hours with two kinds of people: those angling for a job in the president-elect's incoming.., https://www.cnn.com/2024/11/10/politics/musk-trump-influence-transition/index.html&sa=U&ved=2ahUKEwisycDb3tuJAxUQSjABHTLjOdM4ChDF9AF6BAgAEAI&usg=AOvVaw2jQC7eIxGKCtiq62WGn_9B 
Swisher makes prediction on what could push Musk from Trump’s favor, 2 days ago, CNN contributor and longtime tech journalist Kara Swisher makes a prediction on how Elon Musk and President-elect Donald Trump's personalities may interact.., https://www.cnn.com/2024/11/11/business/video/swisher-musk-trump-personalities-digvid&sa=U&ved=2ahUKEwisycDb3tuJAxUQSjABHTLjOdM4ChDF9AF6BAgHEAI&usg=AOvVaw08hIbBUvIDZZlBlzbE--B6 
Musk’s plan to cut $2 trillion in U.S. spending could bring economic turmoil, 2 weeks ago, Deep budget cuts would be required to meet the billionaire Trump supporter's goal. He appeared to acknowledge some risks on Tuesday. 7 min. Elon Musk at.., https://www.washingtonpost.com/business/2024/10/29/elon-musk-2-trillion-budget-cuts-trump-election/&sa=U&ved=2ahUKEwjH-s7b3tuJAxVMTjABHSVhISkQxfQBegQIAhAC&usg=AOvVaw2Riwli3G_4KUK8fKFxitSc 
U.S. Agencies Fund and Fight With Elon Musk. A Trump Presidency Could Give Him Power Over Them., 3 weeks ago, The New York Times has compiled an accounting of Mr. Musk's multipronged business arrangements with the federal government, https://www.nytimes.com/2024/10/20/us/politics/elon-musk-federal-agencies-contracts.html&sa=U&ved=2ahUKEwjH-s7b3tuJAxVMTjABHSVhISkQxfQBegQICRAC&usg=AOvVaw3vzNSknIWXcrqrovw8dZbe 
Elon Musk may already be overstaying his welcome in Trump's orbit, 22 hours ago, Sources said that Musk's near-constant presence at Mar-a-Lago in the week since Election Day had begun to wear on people who've been in Trump's inner.., https://www.nbcnews.com/tech/tech-news/elon-musk-trump-donald-mar-a-lago-appointment-position-rcna179826&sa=U&ved=2ahUKEwjH-s7b3tuJAxVMTjABHSVhISkQxfQBegQIBhAC&usg=AOvVaw3iUMEy1c0cFOmfnaUnsORY 
Elon Musk’s daily $1 million giveaway to registered voters could be illegal experts say, 3 weeks ago, While stumping for former President Donald Trump on Saturday tech billionaire Elon Musk announced that he will give away $1 million each day to registered.., https://www.cnn.com/2024/10/20/politics/elon-musk-voter-giveaway-legal-questions/index.html&sa=U&ved=2ahUKEwjH-s7b3tuJAxVMTjABHSVhISkQxfQBegQIBBAC&usg=AOvVaw3SRUK8q_cvCnw5Y2AkG75f 
Exclusive | Elon Musk Has Said He Is Committing Around $45 Million a Month to a New Pro-Trump Super PAC, 3 months ago, Other backers of America PAC include Palantir Technologies co-founder Joe Lonsdale and the Winklevoss twins ... Elon Musk has said he plans to commit around $45.., https://www.wsj.com/politics/elections/elon-musk-has-said-he-is-committing-around-45-million-a-month-to-a-new-pro-trump-super-pac-dda53823&sa=U&ved=2ahUKEwjH-s7b3tuJAxVMTjABHSVhISkQxfQBegQIABAC&usg=AOvVaw1H5-smim-3raX4oCy0w1dr 
Why the Guardian is no longer posting on X, 22 hours ago, We will stop posting from our official editorial accounts on the platform but X users can still share our articles, https://www.theguardian.com/media/2024/nov/13/why-the-guardian-is-no-longer-posting-on-x&sa=U&ved=2ahUKEwjH-s7b3tuJAxVMTjABHSVhISkQxfQBegQIBRAC&usg=AOvVaw3zgj4C-S8bKlIsxwAGTL_w 
Trump says he will tap Musk to lead government efficiency commission if elected, 2 months ago, Donald Trump said on Thursday he would establish a government efficiency commission headed by billionaire supporter Elon Musk if he wins the Nov. 5 election, https://www.reuters.com/world/us/trump-adopt-musks-proposal-government-efficiency-commission-wsj-reports-2024-09-05/&sa=U&ved=2ahUKEwjH-s7b3tuJAxVMTjABHSVhISkQxfQBegQIBxAC&usg=AOvVaw2-09INR1tn1VwHwmyJs5qE 
Elon Musk is backing Donald Trump. Could that hurt Tesla?, 3 months ago, Tesla CEO Elon Musk applauds as Israeli Prime.., https://www.npr.org/2024/07/24/nx-s1-5049715/elon-musk-donald-trump-tesla&sa=U&ved=2ahUKEwjH-s7b3tuJAxVMTjABHSVhISkQxfQBegQIAxAC&usg=AOvVaw24w-UKvAaU4Beig07_3Zfm 
What's behind Elon Musk's massive effort to elect Trump, 3 weeks ago, The world's richest man Elon Musk is now a powerful mega donor for Donald Trump. Musk is using his vast resources to campaign for him in Pennsylvania and.., https://www.pbs.org/newshour/show/whats-behind-elon-musks-massive-effort-to-elect-trump&sa=U&ved=2ahUKEwjH-s7b3tuJAxVMTjABHSVhISkQxfQBegQIARAC&usg=AOvVaw3P58HeLbDaeaQWcxI4EvDi 
Elon Musk has often inflamed politically tense moments raising worries for the US election, 1 month ago, As Election Day draws nearer social media posts by X owner Elon Musk are raising concerns that he will use his immense platform to question the legitimacy.., https://apnews.com/article/elon-musk-x-election-voting-trump-misinformation-3479f2348f6ec47ce641ddf20fd6ce4e&sa=U&ved=2ahUKEwjH-s7b3tuJAxVMTjABHSVhISkQxfQBegQICBAC&usg=AOvVaw2iMLd2KV_eUh7Z7yfcWVdw 
At Mar-a-Lago ‘Uncle’ Elon Musk Puts His Imprint on the Trump Transition, 1 day ago, He's on the patio. He's on the golf course. Everywhere Donald Trump looks there is the world's richest man, https://www.nytimes.com/2024/11/13/us/politics/musk-trump-transition-mar-a-lago.html&sa=U&ved=2ahUKEwj64OXb3tuJAxXLibAFHa46DEM4ChDF9AF6BAgIEAI&usg=AOvVaw1l5Wbb2xW95v5QPjBReyLk 
Justice Department warns Elon Musk that his $1 million giveaway to registered voters may be illegal, 3 weeks ago, The Justice Department warned Elon Musk's America PAC in recent days that his $1 million sweepstakes to registered voters in swing states may violate.., https://www.cnn.com/2024/10/23/politics/elon-musk-justice-department-letter/index.html&sa=U&ved=2ahUKEwj64OXb3tuJAxXLibAFHa46DEM4ChDF9AF6BAgJEAI&usg=AOvVaw2-fj8O6MbWH7Alt6l0IesV 
Elon Musk is backing Donald Trump. Could that hurt Tesla?, 3 months ago, Tesla CEO Elon Musk applauds as Israeli Prime.., https://www.npr.org/2024/07/24/nx-s1-5049715/elon-musk-donald-trump-tesla&sa=U&ved=2ahUKEwj64OXb3tuJAxXLibAFHa46DEM4ChDF9AF6BAgHEAI&usg=AOvVaw20l5-w6eCBWMoL1syyLm91 
Elon Musk could be the biggest winner of a second Trump term, 1 week ago, Elon Musk could reap numerous benefits from a friendly government run by Donald Trump, https://www.nbcnews.com/tech/tech-news/elon-musk-trump-endorses-pac-administration-cabinet-connection-rcna178549&sa=U&ved=2ahUKEwj64OXb3tuJAxXLibAFHa46DEM4ChDF9AF6BAgGEAI&usg=AOvVaw2QpCBGu9CbQO7eKFGbnUqp 
Elon Musk bet big on Trump. Here’s what he stands to gain — and lose — from his win, 1 week ago, No single business leader did more to support former President Donald Trump's candidacy than Elon Musk. But the billionaire and his business empire face.., https://www.cnn.com/2024/11/06/business/elon-musk-election-bet/index.html&sa=U&ved=2ahUKEwj64OXb3tuJAxXLibAFHa46DEM4ChDF9AF6BAgAEAI&usg=AOvVaw3TP2SZ-I1doFat_yuYN7uA 
2 years in Trump surrogate Elon Musk has remade X as a conservative megaphone, 3 weeks ago, It's been nearly two years since Elon Musk bought Twitter and turned it into X. He has turned the platform into a megaphone for himself and increasingly.., https://www.npr.org/2024/10/22/nx-s1-5156184/elon-musk-trump-election-x-twitter&sa=U&ved=2ahUKEwj64OXb3tuJAxXLibAFHa46DEM4ChDF9AF6BAgFEAI&usg=AOvVaw21CdPT0y8l-eDgmxVdeRGR 
How would the economy look under Trump? Musk calls for spending cuts he says would cause 'hardship', 2 weeks ago, Donald Trump wants the Tesla and SpaceX CEO who himself has taken in billions from federal contracts to oversee “efficiency” efforts for the government, https://www.nbcnews.com/business/economy/economy-if-trump-wins-second-term-could-mean-hardship-for-americans-rcna177807&sa=U&ved=2ahUKEwj64OXb3tuJAxXLibAFHa46DEM4ChDF9AF6BAgEEAI&usg=AOvVaw1tS7qAGE9TCCWRSybSRGMN 
How Elon Musk has turned X into a pro-Trump machine, 3 months ago, Nearly two years after Elon Musk bought Twitter and turned it into X the billionaire is leveraging its power as a source of real-time news for millions of.., https://www.cnn.com/2024/08/13/tech/elon-musk-donald-trump-x/index.html&sa=U&ved=2ahUKEwj64OXb3tuJAxXLibAFHa46DEM4ChDF9AF6BAgCEAI&usg=AOvVaw112s9xUT-BmAJhjbJYm28o 
Elon Musk peddles debunked 2020 election conspiracies at first solo town hall supporting Trump, 1 month ago, Elon Musk promoted several debunked conspiracy theories about the 2020 election during his first solo town hall Thursday in Pennsylvania as he urged voters.., https://www.cnn.com/2024/10/17/media/elon-musk-dominion-voting-misinformation/index.html&sa=U&ved=2ahUKEwj64OXb3tuJAxXLibAFHa46DEM4ChDF9AF6BAgDEAI&usg=AOvVaw0eVXUYnLfs_fN8EMaWLNG2 
Elon Musk exerts deepening influence on Donald Trump’s presidential transition, 3 days ago, Donald Trump's Mar-a-Lago club has been brimming in the last 48 hours with two kinds of people: those angling for a job in the president-elect's incoming.., https://www.cnn.com/2024/11/10/politics/musk-trump-influence-transition/index.html&sa=U&ved=2ahUKEwj64OXb3tuJAxXLibAFHa46DEM4ChDF9AF6BAgBEAI&usg=AOvVaw3NjByyu5A2mZXcry1dAY_I 
